Date,Time,Temperature,Dew Point,Humidity,Wind Direction,Wind Speed,Wind Gust,Pressure,Precipitation,Condition
2022-5-16-4:53 AM,4:53 AM,54ʡF,52ʡF,93ʡ%,WNW,3ʡmph,0ʡmph,29.27ʡin,0.0ʡin,Fair
2022-5-16-5:53 AM,5:53 AM,54ʡF,52ʡF,93ʡ%,CALM,0ʡmph,0ʡmph,29.27ʡin,0.0ʡin,Fair
2022-5-16-6:53 AM,6:53 AM,53ʡF,51ʡF,93ʡ%,CALM,0ʡmph,0ʡmph,29.28ʡin,0.0ʡin,Fair
2022-5-16-7:53 AM,7:53 AM,56ʡF,53ʡF,90ʡ%,WNW,3ʡmph,0ʡmph,29.29ʡin,0.0ʡin,Fair
2022-5-16-8:53 AM,8:53 AM,59ʡF,54ʡF,83ʡ%,W,7ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fair
2022-5-16-9:53 AM,9:53 AM,63ʡF,55ʡF,75ʡ%,W,7ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fair
2022-5-16-10:53 AM,10:53 AM,67ʡF,56ʡF,68ʡ%,WSW,9ʡmph,0ʡmph,29.32ʡin,0.0ʡin,Fair
2022-5-16-11:53 AM,11:53 AM,71ʡF,55ʡF,57ʡ%,WNW,8ʡmph,0ʡmph,29.32ʡin,0.0ʡin,Fair
2022-5-16-12:53 PM,12:53 PM,75ʡF,55ʡF,50ʡ%,,0ʡmph,0ʡmph,29.32ʡin,0.0ʡin,Fair
2022-5-16-1:53 PM,1:53 PM,77ʡF,50ʡF,39ʡ%,NW,12ʡmph,21ʡmph,29.29ʡin,0.0ʡin,Fair
2022-5-16-2:53 PM,2:53 PM,75ʡF,46ʡF,36ʡ%,NW,13ʡmph,24ʡmph,29.29ʡin,0.0ʡin,Partly Cloudy
2022-5-16-3:53 PM,3:53 PM,78ʡF,47ʡF,33ʡ%,NW,14ʡmph,21ʡmph,29.28ʡin,0.0ʡin,Fair
2022-5-16-4:53 PM,4:53 PM,77ʡF,45ʡF,32ʡ%,NNW,13ʡmph,24ʡmph,29.27ʡin,0.0ʡin,Fair
2022-5-16-5:53 PM,5:53 PM,78ʡF,43ʡF,29ʡ%,WNW,12ʡmph,21ʡmph,29.26ʡin,0.0ʡin,Fair
2022-5-16-6:53 PM,6:53 PM,77ʡF,43ʡF,30ʡ%,WNW,12ʡmph,17ʡmph,29.26ʡin,0.0ʡin,Fair
2022-5-16-7:53 PM,7:53 PM,76ʡF,44ʡF,32ʡ%,NW,8ʡmph,0ʡmph,29.26ʡin,0.0ʡin,Fair
2022-5-16-8:53 PM,8:53 PM,70ʡF,47ʡF,44ʡ%,WNW,3ʡmph,0ʡmph,29.27ʡin,0.0ʡin,Fair
2022-5-16-9:53 PM,9:53 PM,66ʡF,48ʡF,52ʡ%,SW,3ʡmph,0ʡmph,29.29ʡin,0.0ʡin,Fair
2022-5-16-10:53 PM,10:53 PM,65ʡF,48ʡF,54ʡ%,SW,3ʡmph,0ʡmph,29.30ʡin,0.0ʡin,Fair
2022-5-16-11:53 PM,11:53 PM,63ʡF,49ʡF,60ʡ%,WSW,5ʡmph,0ʡmph,29.30ʡin,0.0ʡin,Fair
